STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HLY-CLDH-NORMAL,Completeness Flag,HLY-HTDH-NORMAL,Completeness Flag,HLY-PRES-10PCTL,Completeness Flag,HLY-PRES-90PCTL,Completeness Flag,HLY-PRES-NORMAL,Completeness Flag,HLY-CLOD-PCTBKN,Completeness Flag,HLY-CLOD-PCTCLR,Completeness Flag,HLY-CLOD-PCTFEW,Completeness Flag,HLY-CLOD-PCTOVC,Completeness Flag,HLY-CLOD-PCTSCT,Completeness Flag,HLY-DEWP-10PCTL,Completeness Flag,HLY-DEWP-90PCTL,Completeness Flag,HLY-DEWP-NORMAL,Completeness Flag,HLY-HIDX-NORMAL,Completeness Flag,HLY-TEMP-10PCTL,Completeness Flag,HLY-TEMP-90PCTL,Completeness Flag,HLY-TEMP-NORMAL,Completeness Flag,HLY-WCHL-NORMAL,Completeness Flag,HLY-WIND-AVGSPD,Completeness Flag,HLY-WIND-VCTDIR,Completeness Flag,HLY-WIND-VCTSPD,Completeness Flag,HLY-WIND-PCTCLM,Completeness Flag,HLY-WIND-1STDIR,Completeness Flag,HLY-WIND-1STPCT,Completeness Flag,HLY-WIND-2NDDIR,Completeness Flag,HLY-WIND-2NDPCT,Completeness Flag
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100101 21:00,-777.7,C,22.3,C,1,C,1,C,1,C,161,C,269,C,93,C,382,C,95,C,12.2,C,52,C,31.1,C,42.7,C,30,C,57.9,C,42.7,C,39.4,C,6.3,C,300,C,0.4,C,124,C,5,C,168,C,8,C,159,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100101 22:00,-777.7,C,23.3,C,1,C,1,C,1,C,147,C,279,C,116,C,392,C,66,C,12.9,C,52,C,31,C,41.7,C,30,C,55.9,C,41.7,C,38.3,C,6,C,318,C,0.5,C,122,C,5,C,178,C,2,C,147,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100101 23:00,-777.7,C,24.2,C,1,C,1,C,1,C,132,C,296,C,99,C,408,C,65,C,12.2,C,51.1,C,30.8,C,40.8,C,28,C,55.4,C,40.8,C,37.5,C,5.8,C,324,C,0.4,C,139,C,5,C,157,C,8,C,145,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 00:00,-777.7,C,25.1,C,1,C,1,C,1,C,104,C,307,C,102,C,427,C,61,C,12.2,C,51.1,C,30.7,C,40,C,27,C,55,C,40,C,36.7,C,5.5,C,319,C,0.6,C,174,C,5,C,144,C,1,C,142,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 01:00,-777.7,C,25.9,C,1,C,1,C,1,C,114,C,333,C,75,C,432,C,46,C,12,C,50,C,30.6,C,39.2,C,26.1,C,55,C,39.2,C,35.9,C,5.5,C,323,C,0.8,C,196,C,2,C,140,C,8,C,129,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 02:00,-777.7,C,26.5,C,1,C,1,C,1,C,102,C,315,C,98,C,429,C,57,C,12,C,50,C,30.5,C,38.6,C,25,C,53.6,C,38.6,C,35.3,C,5.3,C,334,C,0.8,C,182,C,1,C,148,C,2,C,147,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 03:00,-777.7,C,26.9,C,1,C,1,C,1,C,110,C,318,C,90,C,437,C,45,C,12.2,C,49.6,C,30.5,C,38.1,C,25,C,53.1,C,38.1,C,34.7,C,5.3,C,326,C,1,C,194,C,1,C,154,C,2,C,140,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 04:00,-777.7,C,27.4,C,1,C,1,C,1,C,116,C,318,C,91,C,432,C,43,C,12,C,49.8,C,30.3,C,37.6,C,24.1,C,53.1,C,37.6,C,34.2,C,5.1,C,339,C,1.1,C,197,C,2,C,155,C,8,C,152,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 05:00,-777.7,C,28,C,1,C,1,C,1,C,107,C,299,C,96,C,445,C,53,C,12.9,C,48.9,C,30.3,C,37.1,C,24.1,C,51.8,C,37.1,C,33.6,C,5.3,C,331,C,1.3,C,206,C,8,C,151,C,2,C,149,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 06:00,-777.7,C,28.4,C,1,C,1,C,1,C,102,C,286,C,93,C,468,C,50,C,12.2,C,49.8,C,30.1,C,36.6,C,23,C,52,C,36.6,C,33,C,5.4,C,339,C,1.2,C,184,C,2,C,156,C,1,C,144,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 07:00,-777.7,C,28.6,C,1,C,1,C,1,C,128,C,235,C,105,C,464,C,68,C,12,C,50,C,30.1,C,36.4,C,21.9,C,52,C,36.4,C,32.5,C,5.4,C,347,C,1.2,C,180,C,1,C,171,C,2,C,148,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 08:00,-777.7,C,28.6,C,1,C,1,C,1,C,188,C,201,C,114,C,421,C,76,C,12.2,C,50,C,30.2,C,36.4,C,23,C,53.1,C,36.4,C,32.5,C,5.6,C,350,C,1.1,C,164,C,2,C,188,C,1,C,157,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 09:00,-777.7,C,26,C,1,C,1,C,1,C,164,C,203,C,114,C,445,C,73,C,14,C,51.1,C,31.2,C,39,C,27,C,53.6,C,39,C,35,C,6.2,C,342,C,1.1,C,131,C,2,C,202,C,6,C,155,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 10:00,-777.7,C,23.1,C,1,C,1,C,1,C,169,C,215,C,114,C,437,C,64,C,12.9,C,52,C,31.4,C,41.9,C,30,C,55.6,C,41.9,C,37.8,C,7.4,C,337,C,1.2,C,79,C,2,C,176,C,1,C,169,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 11:00,-777.7,C,20.5,C,1,C,1,C,1,C,161,C,191,C,130,C,439,C,80,C,10.9,C,52.5,C,31.2,C,44.5,C,32,C,57.9,C,44.5,C,40.8,C,8,C,312,C,1.2,C,51,C,6,C,194,C,2,C,183,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 12:00,0.1,C,18.3,C,1,C,1,C,1,C,194,C,155,C,153,C,430,C,68,C,10.9,C,51.8,C,31.2,C,46.8,C,34,C,60.8,C,46.8,C,43.6,C,8.1,C,294,C,1.6,C,47,C,6,C,223,C,1,C,163,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 13:00,0.2,C,16.8,C,1,C,1,C,1,C,169,C,146,C,142,C,446,C,96,C,10.9,C,52,C,31.3,C,48.4,C,35.1,C,63,C,48.4,C,45.6,C,8.3,C,273,C,1.9,C,63,C,6,C,217,C,2,C,138,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 14:00,0.3,C,15.7,C,1,C,1,C,1,C,202,C,150,C,137,C,424,C,87,C,10.9,C,53.1,C,31.2,C,49.7,C,36,C,64,C,49.6,C,47,C,8.5,C,264,C,2.4,C,44,C,6,C,235,C,8,C,151,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 15:00,0.4,C,15.1,C,1,C,1,C,1,C,197,C,135,C,152,C,435,C,81,C,12,C,53.1,C,31.3,C,50.3,C,37,C,64.9,C,50.3,C,47.9,C,8.2,C,261,C,2.2,C,55,C,6,C,243,C,5,C,125,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 16:00,0.4,C,15.1,C,1,C,1,C,1,C,206,C,143,C,141,C,404,C,105,C,12,C,52,C,31.4,C,50.3,C,37,C,64.9,C,50.3,C,47.9,C,8,C,259,C,2,C,53,C,6,C,223,C,5,C,179,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 17:00,0.2,C,16.3,C,1,C,1,C,1,C,201,C,143,C,148,C,407,C,101,C,10.9,C,52,C,31.3,C,48.9,C,36,C,64,C,48.9,C,46.4,C,7.2,C,259,C,1.5,C,83,C,6,C,194,C,5,C,187,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 18:00,0.1,C,18.7,C,1,C,1,C,1,C,203,C,153,C,163,C,388,C,93,C,12.9,C,52,C,31.4,C,46.4,C,33.8,C,60.8,C,46.4,C,43.7,C,6.4,C,262,C,0.8,C,108,C,5,C,226,C,8,C,135,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 19:00,-777.7,C,20.2,C,1,C,1,C,1,C,161,C,241,C,116,C,416,C,66,C,12,C,52,C,31.3,C,44.8,C,32,C,59,C,44.8,C,42,C,6.4,C,249,C,0.6,C,120,C,5,C,186,C,6,C,158,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 20:00,-777.7,C,21.4,C,1,C,1,C,1,C,163,C,262,C,95,C,397,C,84,C,12,C,52,C,31.4,C,43.6,C,30.9,C,59,C,43.6,C,40.5,C,6.2,C,312,C,0.6,C,121,C,5,C,175,C,2,C,156,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 21:00,-777.7,C,22.2,C,1,C,1,C,1,C,156,C,269,C,90,C,381,C,104,C,12,C,52,C,31.3,C,42.8,C,30.2,C,57.4,C,42.8,C,39.5,C,6.4,C,279,C,0.4,C,125,C,5,C,173,C,8,C,154,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 22:00,-777.7,C,23.1,C,1,C,1,C,1,C,147,C,276,C,113,C,389,C,75,C,12.9,C,51.1,C,31.2,C,41.9,C,30,C,55.9,C,41.9,C,38.4,C,6.1,C,306,C,0.5,C,117,C,5,C,173,C,2,C,146,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100102 23:00,-777.7,C,24.1,C,1,C,1,C,1,C,142,C,291,C,99,C,403,C,65,C,12.2,C,51.1,C,31,C,40.9,C,28.2,C,55.4,C,40.9,C,37.6,C,5.8,C,317,C,0.5,C,136,C,5,C,154,C,8,C,144,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 00:00,-777.7,C,24.9,C,1,C,1,C,1,C,109,C,299,C,104,C,423,C,66,C,12.2,C,50.7,C,30.9,C,40.1,C,27,C,55,C,40.1,C,36.8,C,5.6,C,326,C,0.5,C,161,C,5,C,144,C,1,C,142,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 01:00,-777.7,C,25.7,C,1,C,1,C,1,C,119,C,329,C,75,C,429,C,48,C,12,C,50,C,30.8,C,39.3,C,26.1,C,55,C,39.3,C,36,C,5.5,C,324,C,0.6,C,193,C,2,C,137,C,6,C,132,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 02:00,-777.7,C,26.3,C,1,C,1,C,1,C,107,C,320,C,100,C,418,C,55,C,12,C,49.5,C,30.7,C,38.7,C,25,C,53.6,C,38.7,C,35.4,C,5.3,C,340,C,0.7,C,178,C,1,C,147,C,2,C,143,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 03:00,-777.7,C,26.8,C,1,C,1,C,1,C,102,C,324,C,95,C,432,C,48,C,12.2,C,48.9,C,30.7,C,38.2,C,25,C,53.1,C,38.2,C,34.9,C,5.3,C,324,C,0.9,C,198,C,1,C,143,C,2,C,141,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 04:00,-777.7,C,27.3,C,1,C,1,C,1,C,114,C,326,C,89,C,429,C,41,C,12,C,49.6,C,30.5,C,37.7,C,24.1,C,53.1,C,37.7,C,34.4,C,5.1,C,338,C,1.1,C,195,C,2,C,158,C,8,C,147,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 05:00,-777.7,C,27.8,C,1,C,1,C,1,C,114,C,302,C,96,C,439,C,48,C,12.2,C,48.9,C,30.5,C,37.3,C,24.1,C,51.8,C,37.2,C,33.8,C,5.3,C,333,C,1.2,C,200,C,2,C,159,C,8,C,157,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 06:00,-777.7,C,28.2,C,1,C,1,C,1,C,98,C,285,C,100,C,466,C,50,C,12.2,C,49.5,C,30.4,C,36.8,C,23,C,52,C,36.8,C,33.1,C,5.4,C,342,C,1.2,C,179,C,2,C,163,C,8,C,144,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 07:00,-777.7,C,28.5,C,1,C,1,C,1,C,128,C,235,C,102,C,465,C,70,C,12,C,48.9,C,30.3,C,36.5,C,21.9,C,52,C,36.5,C,32.7,C,5.4,C,350,C,1.1,C,173,C,2,C,158,C,1,C,155,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 08:00,0,C,28.5,C,1,C,1,C,1,C,177,C,202,C,113,C,430,C,78,C,12.2,C,50,C,30.3,C,36.5,C,23,C,53.1,C,36.5,C,32.7,C,5.7,C,350,C,1,C,161,C,2,C,186,C,1,C,143,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 09:00,-777.7,C,25.9,C,1,C,1,C,1,C,156,C,204,C,112,C,454,C,73,C,14,C,50,C,31.4,C,39.1,C,27,C,53.6,C,39.1,C,35.1,C,6.3,C,347,C,1.1,C,132,C,2,C,201,C,6,C,151,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 10:00,0,C,23,C,1,C,1,C,1,C,167,C,213,C,108,C,443,C,69,C,12.9,C,52,C,31.6,C,42,C,30.6,C,55,C,42,C,37.9,C,7.4,C,340,C,1.2,C,79,C,2,C,185,C,1,C,163,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 11:00,-777.7,C,20.5,C,1,C,1,C,1,C,159,C,196,C,128,C,442,C,75,C,10.9,C,52.5,C,31.5,C,44.6,C,32,C,57.9,C,44.6,C,40.8,C,8,C,313,C,1.3,C,54,C,2,C,191,C,6,C,188,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 12:00,0.1,C,18.3,C,1,C,1,C,1,C,190,C,165,C,147,C,436,C,63,C,10.9,C,51.8,C,31.5,C,46.8,C,33.8,C,60.8,C,46.8,C,43.6,C,8.1,C,297,C,1.8,C,50,C,6,C,223,C,1,C,163,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 13:00,0.2,C,16.8,C,1,C,1,C,1,C,168,C,161,C,129,C,447,C,94,C,10.9,C,52,C,31.5,C,48.5,C,35.1,C,63,C,48.4,C,45.6,C,8.3,C,274,C,2,C,66,C,6,C,215,C,2,C,139,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 14:00,0.3,C,15.7,C,1,C,1,C,1,C,187,C,158,C,140,C,431,C,84,C,10.9,C,53.1,C,31.4,C,49.6,C,37,C,64.4,C,49.6,C,47,C,8.5,C,268,C,2.4,C,47,C,6,C,231,C,8,C,160,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 15:00,0.4,C,15.1,C,1,C,1,C,1,C,189,C,142,C,157,C,440,C,72,C,11.5,C,53.1,C,31.5,C,50.3,C,37,C,64.9,C,50.3,C,47.9,C,8.3,C,263,C,2.1,C,53,C,6,C,237,C,5,C,132,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 16:00,0.3,C,15.1,C,1,C,1,C,1,C,204,C,148,C,143,C,406,C,99,C,12,C,52,C,31.5,C,50.3,C,37,C,64.9,C,50.3,C,47.9,C,8,C,258,C,1.9,C,55,C,6,C,218,C,5,C,181,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 17:00,0.2,C,16.3,C,1,C,1,C,1,C,203,C,153,C,137,C,408,C,99,C,10.9,C,51.8,C,31.4,C,48.9,C,36,C,63.7,C,48.8,C,46.3,C,7.3,C,260,C,1.5,C,78,C,6,C,197,C,5,C,185,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 18:00,0.1,C,18.7,C,1,C,1,C,1,C,197,C,158,C,161,C,389,C,95,C,12.2,C,51.8,C,31.5,C,46.4,C,33.1,C,60.8,C,46.4,C,43.7,C,6.5,C,263,C,0.8,C,99,C,5,C,231,C,8,C,130,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 19:00,-777.7,C,20.2,C,1,C,1,C,1,C,157,C,244,C,118,C,415,C,66,C,12,C,51.6,C,31.5,C,44.9,C,32,C,59,C,44.9,C,41.9,C,6.4,C,250,C,0.5,C,109,C,5,C,193,C,2,C,157,C
GHCND:USW00013881,CHARLOTTE DOUGLAS AIRPORT NC US,221.9,35.2236,-80.9552,20100103 20:00,-777.7,C,21.4,C,1,C,1,C,1,C,151,C,266,C,97,C,406,C,79,C,12,C,51.8,C,31.6,C,43.6,C,30.9,C,59,C,43.6,C,40.4,C,6.3,C,315,C,0.6,C,110,C,5,C,183,C,2,C,149,C
